"1"|{"id":"1","firstAt":1567062000000,"duration":16}
"2"|{"id":"2","firstAt":1567074061830,"duration":15}
"3"|{"id":"3","firstAt":1567086112448,"duration":13}
"4"|{"id":"4","firstAt":1567098085900,"duration":16}
"5"|{"id":"5","firstAt":1567110116472,"duration":14}
"6"|{"id":"6","firstAt":1567122147428,"duration":15}
"7"|{"id":"7","firstAt":1567134148689,"duration":17}
"8"|{"id":"8","firstAt":1567146136575,"duration":16}
"9"|{"id":"9","firstAt":1567158117035,"duration":15}
"10"|{"id":"10","firstAt":1567170142302,"duration":17}
"11"|{"id":"11","firstAt":1567182134859,"duration":16}
"12"|{"id":"12","firstAt":1567194127753,"duration":15}
"13"|{"id":"13","firstAt":1567206093350,"duration":17}
"14"|{"id":"14","firstAt":1567218092444,"duration":15}
"15"|{"id":"15","firstAt":1567230068387,"duration":18}
"16"|{"id":"16","firstAt":1567242032226,"duration":15}
"17"|{"id":"17","firstAt":1567254051257,"duration":17}
"18"|{"id":"18","firstAt":1567266066517,"duration":16}
"19"|{"id":"19","firstAt":1567278053503,"duration":15}
"20"|{"id":"20","firstAt":1567290054504,"duration":16}
"21"|{"id":"21","firstAt":1567302027851,"duration":15}
"22"|{"id":"22","firstAt":1567314006258,"duration":13}
"23"|{"id":"23","firstAt":1567325984777,"duration":14}
"24"|{"id":"24","firstAt":1567337999309,"duration":13}
"25"|{"id":"25","firstAt":1567350006245,"duration":15}
"26"|{"id":"26","firstAt":1567361992633,"duration":13}
"27"|{"id":"27","firstAt":1567373967566,"duration":15}
"28"|{"id":"28","firstAt":1567385978073,"duration":14}
"29"|{"id":"29","firstAt":1567397956727,"duration":15}
"30"|{"id":"30","firstAt":1567409934589,"duration":16}
"31"|{"id":"31","firstAt":1567421939749,"duration":15}
"32"|{"id":"32","firstAt":1567433965206,"duration":16}
"33"|{"id":"33","firstAt":1567445914610,"duration":15}
"34"|{"id":"34","firstAt":1567457909593,"duration":17}
"35"|{"id":"35","firstAt":1567469898243,"duration":16}
"36"|{"id":"36","firstAt":1567481859797,"duration":14}
"37"|{"id":"37","firstAt":1567493858289,"duration":16}
"38"|{"id":"38","firstAt":1567505875348,"duration":15}
"39"|{"id":"39","firstAt":1567517898969,"duration":16}
"40"|{"id":"40","firstAt":1567529937815,"duration":14}
"41"|{"id":"41","firstAt":1567541954226,"duration":16}
"42"|{"id":"42","firstAt":1567553977994,"duration":17}
"43"|{"id":"43","firstAt":1567566004147,"duration":16}
"44"|{"id":"44","firstAt":1567578011756,"duration":16}
"45"|{"id":"45","firstAt":1567589959101,"duration":16}
"46"|{"id":"46","firstAt":1567601960039,"duration":15}
"47"|{"id":"47","firstAt":1567613917468,"duration":16}
"48"|{"id":"48","firstAt":1567625893073,"duration":15}
"49"|{"id":"49","firstAt":1567637895282,"duration":14}
"50"|{"id":"50","firstAt":1567649876625,"duration":16}
"51"|{"id":"51","firstAt":1567661829820,"duration":16}
"52"|{"id":"52","firstAt":1567673865349,"duration":18}
"53"|{"id":"53","firstAt":1567685848750,"duration":16}
"54"|{"id":"54","firstAt":1567697862679,"duration":15}
"55"|{"id":"55","firstAt":1567709861954,"duration":14}
"56"|{"id":"56","firstAt":1567721862599,"duration":14}
"57"|{"id":"57","firstAt":1567733886286,"duration":14}
"58"|{"id":"58","firstAt":1567745905808,"duration":17}
"59"|{"id":"59","firstAt":1567757931059,"duration":14}
"60"|{"id":"60","firstAt":1567769936602,"duration":13}
"61"|{"id":"61","firstAt":1567781911648,"duration":16}
"62"|{"id":"62","firstAt":1567793887509,"duration":17}
"63"|{"id":"63","firstAt":1567805945023,"duration":15}
"64"|{"id":"64","firstAt":1567817983753,"duration":15}
"65"|{"id":"65","firstAt":1567830018173,"duration":17}
"66"|{"id":"66","firstAt":1567842007381,"duration":16}
"67"|{"id":"67","firstAt":1567854017657,"duration":14}
"68"|{"id":"68","firstAt":1567866025729,"duration":14}
"69"|{"id":"69","firstAt":1567878031583,"duration":16}
"70"|{"id":"70","firstAt":1567890035033,"duration":15}
"71"|{"id":"71","firstAt":1567902017242,"duration":16}
"72"|{"id":"72","firstAt":1567914023832,"duration":15}
"73"|{"id":"73","firstAt":1567926011283,"duration":17}
"74"|{"id":"74","firstAt":1567937979160,"duration":16}
"75"|{"id":"75","firstAt":1567949956630,"duration":17}
"76"|{"id":"76","firstAt":1567961953282,"duration":16}
"77"|{"id":"77","firstAt":1567973963778,"duration":15}
"78"|{"id":"78","firstAt":1567985963598,"duration":17}
"79"|{"id":"79","firstAt":1567997974616,"duration":15}
"80"|{"id":"80","firstAt":1568010052364,"duration":16}
"81"|{"id":"81","firstAt":1568022035995,"duration":15}
"82"|{"id":"82","firstAt":1568034019738,"duration":15}
"83"|{"id":"83","firstAt":1568045999494,"duration":15}
"84"|{"id":"84","firstAt":1568057985157,"duration":14}
